window_ms,bins,channel_mode,selected_channels,feature_dim,shrinkage,prior,scaler,aggregation,train_character_correct,train_character_accuracy,train_pr_auc,train_roc_auc,train_balanced_accuracy,test_character_correct_reference,test_character_accuracy_reference,test_predictions_reference
0-600,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,0.08,balanced,none,mean,8,0.6666666666666666,0.5164964551252217,0.7903749999999999,0.7208333333333333,6,0.75,2BF5UXKM
0-600,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,0.08,balanced,none,trial_zscore_mean,8,0.6666666666666666,0.5164964551252217,0.7903749999999999,0.7208333333333333,6,0.75,2BF5UXKM
0-500,10,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",200,0.08,empirical,none,round_zscore_mean,8,0.6666666666666666,0.5144644894223522,0.7930833333333335,0.6441666666666667,6,0.75,2TL5OXKM
0-500,12,top12,"Ch20,Ch17,Ch15,Ch14,Ch12,Ch13,Ch16,Ch10,Ch18,Ch19,Ch08,Ch11",144,0.08,empirical,standard,trimmed_mean,8,0.6666666666666666,0.5132627410862921,0.8102638888888889,0.6433333333333333,7,0.875,2TF5CXKM
0-500,12,top12,"Ch20,Ch17,Ch15,Ch14,Ch12,Ch13,Ch16,Ch10,Ch18,Ch19,Ch08,Ch11",144,0.08,empirical,standard,round_zscore_mean,8,0.6666666666666666,0.5132627410862921,0.8102638888888889,0.6433333333333333,6,0.75,2TF5CXKA
0-500,12,top12,"Ch20,Ch17,Ch15,Ch14,Ch12,Ch13,Ch16,Ch10,Ch18,Ch19,Ch08,Ch11",144,0.08,empirical,standard,mean,8,0.6666666666666666,0.5132627410862921,0.8102638888888889,0.6433333333333333,5,0.625,2NF5CXGM
0-500,12,top12,"Ch20,Ch17,Ch15,Ch14,Ch12,Ch13,Ch16,Ch10,Ch18,Ch19,Ch08,Ch11",144,0.08,empirical,standard,trial_zscore_mean,8,0.6666666666666666,0.5132627410862921,0.8102638888888889,0.6433333333333333,5,0.625,2NF5CXGM
0-500,8,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",160,0.03,balanced,none,trimmed_mean,8,0.6666666666666666,0.5125034078617459,0.788875,0.7324999999999999,5,0.625,2TL5UXGM
0-500,8,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",160,0.03,balanced,none,round_zscore_mean,8,0.6666666666666666,0.5125034078617459,0.788875,0.7324999999999999,4,0.5,2BF5ULGM
0-600,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,0.03,balanced,none,trimmed_mean,8,0.6666666666666666,0.512196387466108,0.7927777777777778,0.7316666666666667,6,0.75,2BF5UXKM
0-600,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,0.03,balanced,none,median,8,0.6666666666666666,0.512196387466108,0.7927777777777778,0.7316666666666667,5,0.625,2BF5CXKA
0-500,12,top12,"Ch20,Ch17,Ch15,Ch14,Ch12,Ch13,Ch16,Ch10,Ch18,Ch19,Ch08,Ch11",144,0.03,balanced,standard,round_zscore_mean,8,0.6666666666666666,0.50970927097272,0.8189583333333333,0.7533333333333333,6,0.75,2TF5OXKA
0-500,10,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",200,0.08,empirical,standard,round_zscore_mean,8,0.6666666666666666,0.5090086152099926,0.7923333333333333,0.6325000000000001,5,0.625,2BL5OXKM
0-500,10,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",200,0.03,empirical,none,median,8,0.6666666666666666,0.5089223345659244,0.8040416666666667,0.6841666666666667,6,0.75,2TF5OXKG
0-500,10,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",200,0.08,balanced,none,mean,8,0.6666666666666666,0.508549123283427,0.7925,0.715,6,0.75,2NF5OXKM
0-500,10,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",200,0.08,balanced,none,trial_zscore_mean,8,0.6666666666666666,0.508549123283427,0.7925,0.715,6,0.75,2NF5OXKM
0-500,8,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",160,0.03,balanced,none,median,8,0.6666666666666666,0.5081703555337572,0.8009027777777777,0.7183333333333333,4,0.5,2BF5OXGA
0-600,10,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",200,0.03,balanced,standard,median,8,0.6666666666666666,0.5062893309466343,0.8023472222222221,0.7324999999999999,4,0.5,2BF5C0GM
0-600,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,0.03,empirical,none,mean,8,0.6666666666666666,0.5062217367669866,0.7992777777777779,0.6533333333333333,7,0.875,2TF5CXKM
0-600,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,0.03,empirical,none,trial_zscore_mean,8,0.6666666666666666,0.5062217367669866,0.7992777777777779,0.6533333333333333,7,0.875,2TF5CXKM
0-500,10,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",200,auto,empirical,none,trimmed_mean,8,0.6666666666666666,0.5053641525784891,0.7938333333333334,0.6516666666666666,6,0.75,2TF5OXGM
0-500,10,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",200,auto,empirical,standard,trimmed_mean,8,0.6666666666666666,0.5053641525784891,0.7938333333333334,0.6516666666666666,6,0.75,2TF5OXGM
0-500,10,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",200,auto,empirical,none,median,8,0.6666666666666666,0.5053641525784891,0.7938333333333334,0.6516666666666666,3,0.375,2BF5O4EA
0-500,10,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",200,auto,empirical,standard,median,8,0.6666666666666666,0.5053641525784891,0.7938333333333334,0.6516666666666666,3,0.375,2BF5O4EA
0-600,12,top12,"Ch20,Ch17,Ch12,Ch15,Ch08,Ch16,Ch14,Ch10,Ch13,Ch18,Ch11,Ch19",144,0.03,empirical,standard,trimmed_mean,8,0.6666666666666666,0.5046798478666887,0.8212083333333333,0.6341666666666667,6,0.75,2TL5CXKM
0-600,12,top12,"Ch20,Ch17,Ch12,Ch15,Ch08,Ch16,Ch14,Ch10,Ch13,Ch18,Ch11,Ch19",144,0.03,empirical,standard,mean,8,0.6666666666666666,0.5046798478666887,0.8212083333333333,0.6341666666666667,5,0.625,2BL5CXKM
0-600,12,top12,"Ch20,Ch17,Ch12,Ch15,Ch08,Ch16,Ch14,Ch10,Ch13,Ch18,Ch11,Ch19",144,0.03,empirical,standard,trial_zscore_mean,8,0.6666666666666666,0.5046798478666887,0.8212083333333333,0.6341666666666667,5,0.625,2BL5CXKM
0-600,12,top12,"Ch20,Ch17,Ch12,Ch15,Ch08,Ch16,Ch14,Ch10,Ch13,Ch18,Ch11,Ch19",144,0.03,empirical,standard,round_zscore_mean,8,0.6666666666666666,0.5046798478666887,0.8212083333333333,0.6341666666666667,5,0.625,2BF5CXKA
0-500,12,top12,"Ch20,Ch17,Ch15,Ch12,Ch14,Ch16,Ch13,Ch10,Ch18,Ch19,Ch08,Ch11",144,0.03,empirical,none,mean,8,0.6666666666666666,0.5042400475994475,0.810763888888889,0.6608333333333334,6,0.75,2TF5CXGM
0-500,12,top12,"Ch20,Ch17,Ch15,Ch12,Ch14,Ch16,Ch13,Ch10,Ch18,Ch19,Ch08,Ch11",144,0.03,empirical,none,median,8,0.6666666666666666,0.5042400475994475,0.810763888888889,0.6608333333333334,6,0.75,2TF5CXKA
0-500,12,top12,"Ch20,Ch17,Ch15,Ch12,Ch14,Ch16,Ch13,Ch10,Ch18,Ch19,Ch08,Ch11",144,0.03,empirical,none,trimmed_mean,8,0.6666666666666666,0.5042400475994475,0.810763888888889,0.6608333333333334,6,0.75,2TF5CXKG
0-500,12,top12,"Ch20,Ch17,Ch15,Ch12,Ch14,Ch16,Ch13,Ch10,Ch18,Ch19,Ch08,Ch11",144,0.03,empirical,none,trial_zscore_mean,8,0.6666666666666666,0.5042400475994475,0.810763888888889,0.6608333333333334,6,0.75,2TF5CXGM
0-500,10,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",200,0.08,balanced,none,trimmed_mean,8,0.6666666666666666,0.5022439884802239,0.7945833333333334,0.7258333333333333,7,0.875,2TF5OXKM
0-500,10,top12,"Ch20,Ch17,Ch15,Ch12,Ch14,Ch16,Ch13,Ch10,Ch18,Ch19,Ch08,Ch11",120,0.03,empirical,none,round_zscore_mean,8,0.6666666666666666,0.5010822894666384,0.8149722222222222,0.6591666666666667,7,0.875,2TF5CXKM
0-500,10,top12,"Ch20,Ch17,Ch15,Ch12,Ch14,Ch16,Ch13,Ch10,Ch18,Ch19,Ch08,Ch11",120,0.03,empirical,none,median,8,0.6666666666666666,0.5010822894666384,0.8149722222222222,0.6591666666666667,5,0.625,2TF5CXGA
0-600,12,top12,"Ch20,Ch17,Ch12,Ch15,Ch08,Ch16,Ch14,Ch10,Ch13,Ch18,Ch11,Ch19",144,0.03,empirical,none,mean,8,0.6666666666666666,0.501069355819873,0.8151944444444444,0.6425000000000001,5,0.625,2BL5CXKM
0-600,12,top12,"Ch20,Ch17,Ch12,Ch15,Ch08,Ch16,Ch14,Ch10,Ch13,Ch18,Ch11,Ch19",144,0.03,empirical,none,median,8,0.6666666666666666,0.501069355819873,0.8151944444444444,0.6425000000000001,5,0.625,2TF5CXGA
0-600,12,top12,"Ch20,Ch17,Ch12,Ch15,Ch08,Ch16,Ch14,Ch10,Ch13,Ch18,Ch11,Ch19",144,0.03,empirical,none,trial_zscore_mean,8,0.6666666666666666,0.501069355819873,0.8151944444444444,0.6425000000000001,5,0.625,2BL5CXKM
0-500,10,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",200,0.08,empirical,none,mean,8,0.6666666666666666,0.5004495181045095,0.7960000000000002,0.6433333333333333,5,0.625,2TL5OXEM
0-500,10,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",200,0.08,empirical,none,trial_zscore_mean,8,0.6666666666666666,0.5004495181045095,0.7960000000000002,0.6433333333333333,5,0.625,2TL5OXEM
0-500,10,top12,"Ch20,Ch17,Ch15,Ch12,Ch14,Ch16,Ch13,Ch10,Ch18,Ch19,Ch08,Ch11",120,0.03,empirical,standard,round_zscore_mean,8,0.6666666666666666,0.49999365073611385,0.8199722222222222,0.6441666666666667,7,0.875,2TF5CXKM
0-500,10,top12,"Ch20,Ch17,Ch15,Ch12,Ch14,Ch16,Ch13,Ch10,Ch18,Ch19,Ch08,Ch11",120,0.03,empirical,standard,mean,8,0.6666666666666666,0.49999365073611385,0.8199722222222222,0.6441666666666667,6,0.75,2TF5CXGM
0-500,10,top12,"Ch20,Ch17,Ch15,Ch12,Ch14,Ch16,Ch13,Ch10,Ch18,Ch19,Ch08,Ch11",120,0.03,empirical,standard,trial_zscore_mean,8,0.6666666666666666,0.49999365073611385,0.8199722222222222,0.6441666666666667,6,0.75,2TF5CXGM
0-500,10,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",200,0.03,empirical,standard,trimmed_mean,8,0.6666666666666666,0.4993651251447305,0.8039999999999999,0.6758333333333334,5,0.625,2TF5OXEG
0-500,8,top12,"Ch20,Ch17,Ch15,Ch12,Ch14,Ch16,Ch13,Ch10,Ch18,Ch19,Ch08,Ch11",96,0.03,empirical,none,round_zscore_mean,8,0.6666666666666666,0.49889077176563396,0.799375,0.625,5,0.625,2NL5CXKM
0-500,8,top12,"Ch20,Ch17,Ch15,Ch12,Ch14,Ch16,Ch13,Ch10,Ch18,Ch19,Ch08,Ch11",96,0.03,empirical,none,mean,8,0.6666666666666666,0.49889077176563396,0.799375,0.625,4,0.5,2NL5CXGM
0-500,8,top12,"Ch20,Ch17,Ch15,Ch12,Ch14,Ch16,Ch13,Ch10,Ch18,Ch19,Ch08,Ch11",96,0.03,empirical,none,trial_zscore_mean,8,0.6666666666666666,0.49889077176563396,0.799375,0.625,4,0.5,2NL5CXGM
0-500,10,top12,"Ch20,Ch17,Ch15,Ch14,Ch12,Ch13,Ch16,Ch10,Ch18,Ch19,Ch08,Ch11",120,0.03,empirical,none,trimmed_mean,8,0.6666666666666666,0.4984764649476736,0.812513888888889,0.6491666666666667,7,0.875,2TF5CXKM
0-500,10,top12,"Ch20,Ch17,Ch15,Ch14,Ch12,Ch13,Ch16,Ch10,Ch18,Ch19,Ch08,Ch11",120,0.03,empirical,none,mean,8,0.6666666666666666,0.4984764649476736,0.812513888888889,0.6491666666666667,6,0.75,2TF5CXGM
0-500,10,top12,"Ch20,Ch17,Ch15,Ch14,Ch12,Ch13,Ch16,Ch10,Ch18,Ch19,Ch08,Ch11",120,0.03,empirical,none,trial_zscore_mean,8,0.6666666666666666,0.4984764649476736,0.812513888888889,0.6491666666666667,6,0.75,2TF5CXGM
0-500,10,top12,"Ch20,Ch17,Ch15,Ch14,Ch12,Ch13,Ch16,Ch10,Ch18,Ch19,Ch08,Ch11",120,0.03,empirical,none,median,8,0.6666666666666666,0.4984764649476736,0.812513888888889,0.6491666666666667,5,0.625,2TF5CXGA
0-500,8,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",160,0.03,balanced,standard,round_zscore_mean,8,0.6666666666666666,0.49807783615136625,0.7859722222222222,0.7224999999999999,6,0.75,2BF5UXKM
0-500,8,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",160,0.03,balanced,standard,median,8,0.6666666666666666,0.49807783615136625,0.7859722222222222,0.7224999999999999,5,0.625,2BF5UXKA
0-500,10,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",200,0.08,empirical,standard,median,8,0.6666666666666666,0.4980305374583651,0.7945555555555556,0.6383333333333333,6,0.75,2TF5OXKA
0-500,10,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",200,0.08,empirical,standard,trimmed_mean,8,0.6666666666666666,0.4980305374583651,0.7945555555555556,0.6383333333333333,6,0.75,2TF5OXEM
0-500,12,top12,"Ch20,Ch17,Ch15,Ch14,Ch12,Ch13,Ch16,Ch10,Ch18,Ch19,Ch08,Ch11",144,auto,balanced,none,mean,8,0.6666666666666666,0.4979223518786246,0.8115138888888889,0.7516666666666667,5,0.625,2NF5OXGM
0-500,12,top12,"Ch20,Ch17,Ch15,Ch14,Ch12,Ch13,Ch16,Ch10,Ch18,Ch19,Ch08,Ch11",144,auto,balanced,none,trial_zscore_mean,8,0.6666666666666666,0.4979223518786246,0.8115138888888889,0.7516666666666667,5,0.625,2NF5OXGM
0-500,12,top12,"Ch20,Ch17,Ch15,Ch14,Ch12,Ch13,Ch16,Ch10,Ch18,Ch19,Ch08,Ch11",144,auto,balanced,standard,mean,8,0.6666666666666666,0.4979223518786246,0.8115138888888889,0.7516666666666667,5,0.625,2NF5OXGM
0-500,12,top12,"Ch20,Ch17,Ch15,Ch14,Ch12,Ch13,Ch16,Ch10,Ch18,Ch19,Ch08,Ch11",144,auto,balanced,standard,trial_zscore_mean,8,0.6666666666666666,0.4979223518786246,0.8115138888888889,0.7516666666666667,5,0.625,2NF5OXGM
0-500,10,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",200,0.03,balanced,standard,trimmed_mean,8,0.6666666666666666,0.49746126502819354,0.7961944444444443,0.7416666666666667,6,0.75,2BF5OXKM
0-500,12,top12,"Ch20,Ch17,Ch15,Ch14,Ch12,Ch13,Ch16,Ch10,Ch18,Ch19,Ch08,Ch11",144,0.08,balanced,standard,mean,8,0.6666666666666666,0.49677494340155465,0.8133611111111112,0.7541666666666667,5,0.625,2NF5OXGM
0-500,12,top12,"Ch20,Ch17,Ch15,Ch14,Ch12,Ch13,Ch16,Ch10,Ch18,Ch19,Ch08,Ch11",144,0.08,balanced,standard,trial_zscore_mean,8,0.6666666666666666,0.49677494340155465,0.8133611111111112,0.7541666666666667,5,0.625,2NF5OXGM
0-500,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,0.03,empirical,standard,median,8,0.6666666666666666,0.4965707469276117,0.8061388888888888,0.6425,5,0.625,2TF5OXEA
0-500,10,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",200,0.03,balanced,none,mean,8,0.6666666666666666,0.4964856041921639,0.7995555555555556,0.7525,7,0.875,2TF5UXKM
0-500,10,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",200,0.03,balanced,none,trial_zscore_mean,8,0.6666666666666666,0.4964856041921639,0.7995555555555556,0.7525,7,0.875,2TF5UXKM
0-500,10,top12,"Ch20,Ch17,Ch15,Ch14,Ch12,Ch13,Ch16,Ch10,Ch18,Ch19,Ch08,Ch11",120,0.03,empirical,standard,round_zscore_mean,8,0.6666666666666666,0.49531281945612465,0.8136805555555555,0.6558333333333333,7,0.875,2TF5CXKM
0-500,10,top12,"Ch20,Ch17,Ch15,Ch14,Ch12,Ch13,Ch16,Ch10,Ch18,Ch19,Ch08,Ch11",120,0.03,empirical,standard,mean,8,0.6666666666666666,0.49531281945612465,0.8136805555555555,0.6558333333333333,6,0.75,2TF5CXGM
0-500,10,top12,"Ch20,Ch17,Ch15,Ch14,Ch12,Ch13,Ch16,Ch10,Ch18,Ch19,Ch08,Ch11",120,0.03,empirical,standard,median,8,0.6666666666666666,0.49531281945612465,0.8136805555555555,0.6558333333333333,6,0.75,2TF5CXKA
0-500,10,top12,"Ch20,Ch17,Ch15,Ch14,Ch12,Ch13,Ch16,Ch10,Ch18,Ch19,Ch08,Ch11",120,0.03,empirical,standard,trimmed_mean,8,0.6666666666666666,0.49531281945612465,0.8136805555555555,0.6558333333333333,6,0.75,2TF5CXKG
0-500,10,top12,"Ch20,Ch17,Ch15,Ch14,Ch12,Ch13,Ch16,Ch10,Ch18,Ch19,Ch08,Ch11",120,0.03,empirical,standard,trial_zscore_mean,8,0.6666666666666666,0.49531281945612465,0.8136805555555555,0.6558333333333333,6,0.75,2TF5CXGM
0-600,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,0.03,empirical,standard,mean,8,0.6666666666666666,0.49510081052554955,0.7992916666666667,0.66,5,0.625,2BL5CXKM
0-600,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,0.03,empirical,standard,trial_zscore_mean,8,0.6666666666666666,0.49510081052554955,0.7992916666666667,0.66,5,0.625,2BL5CXKM
0-500,10,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",200,auto,empirical,none,trimmed_mean,8,0.6666666666666666,0.49509114987999975,0.7960555555555555,0.6375,6,0.75,2TF5OXEM
0-500,10,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",200,auto,empirical,standard,trimmed_mean,8,0.6666666666666666,0.49509114987999975,0.7960555555555555,0.6375,6,0.75,2TF5OXEM
0-500,8,top12,"Ch20,Ch17,Ch15,Ch12,Ch14,Ch16,Ch13,Ch10,Ch18,Ch19,Ch08,Ch11",96,0.03,empirical,standard,round_zscore_mean,8,0.6666666666666666,0.49496658355636985,0.800736111111111,0.6325000000000001,5,0.625,2NL5CXKM
0-500,8,top12,"Ch20,Ch17,Ch15,Ch12,Ch14,Ch16,Ch13,Ch10,Ch18,Ch19,Ch08,Ch11",96,0.03,empirical,standard,mean,8,0.6666666666666666,0.49496658355636985,0.800736111111111,0.6325000000000001,4,0.5,2NL5CXGM
0-500,8,top12,"Ch20,Ch17,Ch15,Ch12,Ch14,Ch16,Ch13,Ch10,Ch18,Ch19,Ch08,Ch11",96,0.03,empirical,standard,trial_zscore_mean,8,0.6666666666666666,0.49496658355636985,0.800736111111111,0.6325000000000001,4,0.5,2NL5CXGM
0-500,12,top12,"Ch20,Ch17,Ch15,Ch12,Ch14,Ch16,Ch13,Ch10,Ch18,Ch19,Ch08,Ch11",144,0.03,empirical,standard,mean,8,0.6666666666666666,0.4949588200891085,0.813763888888889,0.66,6,0.75,2TF5CXGM
0-500,12,top12,"Ch20,Ch17,Ch15,Ch12,Ch14,Ch16,Ch13,Ch10,Ch18,Ch19,Ch08,Ch11",144,0.03,empirical,standard,median,8,0.6666666666666666,0.4949588200891085,0.813763888888889,0.66,6,0.75,2TF5CXKA
0-500,12,top12,"Ch20,Ch17,Ch15,Ch12,Ch14,Ch16,Ch13,Ch10,Ch18,Ch19,Ch08,Ch11",144,0.03,empirical,standard,trial_zscore_mean,8,0.6666666666666666,0.4949588200891085,0.813763888888889,0.66,6,0.75,2TF5CXGM
0-500,12,top12,"Ch20,Ch17,Ch15,Ch12,Ch14,Ch16,Ch13,Ch10,Ch18,Ch19,Ch08,Ch11",144,0.03,empirical,standard,round_zscore_mean,8,0.6666666666666666,0.4949588200891085,0.813763888888889,0.66,6,0.75,2BF5CXKM
0-600,12,top12,"Ch20,Ch17,Ch12,Ch15,Ch08,Ch16,Ch14,Ch10,Ch13,Ch18,Ch11,Ch19",144,auto,empirical,none,mean,8,0.6666666666666666,0.4946674153873467,0.815361111111111,0.6316666666666667,5,0.625,2BL5CXKM
0-600,12,top12,"Ch20,Ch17,Ch12,Ch15,Ch08,Ch16,Ch14,Ch10,Ch13,Ch18,Ch11,Ch19",144,auto,empirical,none,trial_zscore_mean,8,0.6666666666666666,0.4946674153873467,0.815361111111111,0.6316666666666667,5,0.625,2BL5CXKM
0-600,12,top12,"Ch20,Ch17,Ch12,Ch15,Ch08,Ch16,Ch14,Ch10,Ch13,Ch18,Ch11,Ch19",144,auto,empirical,standard,mean,8,0.6666666666666666,0.4946674153873467,0.815361111111111,0.6316666666666667,5,0.625,2BL5CXKM
0-600,12,top12,"Ch20,Ch17,Ch12,Ch15,Ch08,Ch16,Ch14,Ch10,Ch13,Ch18,Ch11,Ch19",144,auto,empirical,standard,trial_zscore_mean,8,0.6666666666666666,0.4946674153873467,0.815361111111111,0.6316666666666667,5,0.625,2BL5CXKM
0-500,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,0.08,empirical,none,trimmed_mean,8,0.6666666666666666,0.49464679773846837,0.800875,0.6275,7,0.875,2TF5OXKM
0-500,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,0.08,empirical,none,mean,8,0.6666666666666666,0.49464679773846837,0.800875,0.6275,6,0.75,2NF5OXKM
0-500,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,0.08,empirical,none,trial_zscore_mean,8,0.6666666666666666,0.49464679773846837,0.800875,0.6275,6,0.75,2NF5OXKM
