window_ms,bins,channel_mode,selected_channels,feature_dim,shrinkage,prior,scaler,aggregation,train_character_correct,train_character_accuracy,train_pr_auc,train_roc_auc,train_balanced_accuracy,test_character_correct_reference,test_character_accuracy_reference,test_predictions_reference
0-600,12,top12,"Ch20,Ch17,Ch12,Ch15,Ch08,Ch16,Ch14,Ch10,Ch13,Ch18,Ch11,Ch19",144,0.08,balanced,none,trimmed_mean,10,0.8333333333333334,0.4709793590805683,0.8073194444444446,0.7241666666666666,7,0.875,2TF5CXKM
0-500,8,top12,"Ch20,Ch17,Ch15,Ch14,Ch12,Ch13,Ch16,Ch10,Ch18,Ch19,Ch08,Ch11",96,0.08,balanced,none,mean,10,0.8333333333333334,0.46947488803723836,0.8008611111111111,0.7266666666666667,4,0.5,2NL5CXGM
0-500,8,top12,"Ch20,Ch17,Ch15,Ch14,Ch12,Ch13,Ch16,Ch10,Ch18,Ch19,Ch08,Ch11",96,0.08,balanced,none,trial_zscore_mean,10,0.8333333333333334,0.46947488803723836,0.8008611111111111,0.7266666666666667,4,0.5,2NL5CXGM
0-500,8,top12,"Ch20,Ch17,Ch15,Ch14,Ch12,Ch13,Ch16,Ch10,Ch18,Ch19,Ch08,Ch11",96,0.08,balanced,none,round_zscore_mean,10,0.8333333333333334,0.46947488803723836,0.8008611111111111,0.7266666666666667,4,0.5,2NL5CXGM
0-600,10,top12,"Ch20,Ch17,Ch12,Ch15,Ch08,Ch16,Ch14,Ch10,Ch13,Ch18,Ch11,Ch19",120,auto,empirical,none,round_zscore_mean,10,0.8333333333333334,0.4684131306016742,0.8159722222222223,0.6183333333333333,6,0.75,2TL5CXKM
0-600,10,top12,"Ch20,Ch17,Ch12,Ch15,Ch08,Ch16,Ch14,Ch10,Ch13,Ch18,Ch11,Ch19",120,auto,empirical,standard,round_zscore_mean,10,0.8333333333333334,0.4684131306016742,0.8159722222222223,0.6183333333333333,6,0.75,2TL5CXKM
0-600,10,top12,"Ch20,Ch17,Ch12,Ch15,Ch08,Ch16,Ch14,Ch10,Ch13,Ch18,Ch11,Ch19",120,auto,empirical,none,mean,10,0.8333333333333334,0.4684131306016742,0.8159722222222223,0.6183333333333333,5,0.625,2NL5CXKM
0-600,10,top12,"Ch20,Ch17,Ch12,Ch15,Ch08,Ch16,Ch14,Ch10,Ch13,Ch18,Ch11,Ch19",120,auto,empirical,none,trial_zscore_mean,10,0.8333333333333334,0.4684131306016742,0.8159722222222223,0.6183333333333333,5,0.625,2NL5CXKM
0-600,10,top12,"Ch20,Ch17,Ch12,Ch15,Ch08,Ch16,Ch14,Ch10,Ch13,Ch18,Ch11,Ch19",120,auto,empirical,standard,mean,10,0.8333333333333334,0.4684131306016742,0.8159722222222223,0.6183333333333333,5,0.625,2NL5CXKM
0-600,10,top12,"Ch20,Ch17,Ch12,Ch15,Ch08,Ch16,Ch14,Ch10,Ch13,Ch18,Ch11,Ch19",120,auto,empirical,standard,trial_zscore_mean,10,0.8333333333333334,0.4684131306016742,0.8159722222222223,0.6183333333333333,5,0.625,2NL5CXKM
0-500,8,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",160,0.08,balanced,standard,mean,10,0.8333333333333334,0.4666442477075745,0.7740416666666666,0.7166666666666667,5,0.625,2BL5OXKM
0-500,8,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",160,0.08,balanced,standard,trial_zscore_mean,10,0.8333333333333334,0.4666442477075745,0.7740416666666666,0.7166666666666667,5,0.625,2BL5OXKM
0-600,8,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",160,0.03,empirical,standard,round_zscore_mean,10,0.8333333333333334,0.46653263396454536,0.7977083333333334,0.6391666666666667,5,0.625,2TL5CXEM
0-600,8,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",160,0.03,empirical,standard,mean,10,0.8333333333333334,0.46653263396454536,0.7977083333333334,0.6391666666666667,3,0.375,VTL5C4EM
0-600,8,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",160,0.03,empirical,standard,trimmed_mean,10,0.8333333333333334,0.46653263396454536,0.7977083333333334,0.6391666666666667,3,0.375,VTL5C0EM
0-600,8,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",160,0.03,empirical,standard,trial_zscore_mean,10,0.8333333333333334,0.46653263396454536,0.7977083333333334,0.6391666666666667,3,0.375,VTL5C4EM
0-600,8,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",160,0.03,balanced,standard,mean,10,0.8333333333333334,0.46605152040553594,0.8012777777777778,0.7408333333333333,3,0.375,VBF5U4EM
0-600,8,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",160,0.03,balanced,standard,trial_zscore_mean,10,0.8333333333333334,0.46605152040553594,0.8012777777777778,0.7408333333333333,3,0.375,VBF5U4EM
0-600,8,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",160,0.03,balanced,standard,round_zscore_mean,10,0.8333333333333334,0.46605152040553594,0.8012777777777778,0.7408333333333333,3,0.375,VBF5ULEM
0-600,8,top12,"Ch20,Ch17,Ch12,Ch15,Ch08,Ch16,Ch14,Ch10,Ch13,Ch18,Ch11,Ch19",96,0.03,empirical,standard,round_zscore_mean,10,0.8333333333333334,0.4635524888905284,0.8160416666666668,0.645,5,0.625,2TF5CLKG
0-600,8,top12,"Ch20,Ch17,Ch12,Ch15,Ch08,Ch16,Ch14,Ch10,Ch13,Ch18,Ch11,Ch19",96,0.03,empirical,standard,trimmed_mean,10,0.8333333333333334,0.4635524888905284,0.8160416666666668,0.645,4,0.5,VTF5CLEM
0-600,8,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",160,0.03,balanced,none,round_zscore_mean,10,0.8333333333333334,0.4635326535349766,0.7980416666666666,0.7424999999999999,3,0.375,VBF5ULEM
0-600,8,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",160,0.03,balanced,none,mean,10,0.8333333333333334,0.4635326535349766,0.7980416666666666,0.7424999999999999,2,0.25,VBL5C4EM
0-600,8,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",160,0.03,balanced,none,trial_zscore_mean,10,0.8333333333333334,0.4635326535349766,0.7980416666666666,0.7424999999999999,2,0.25,VBL5C4EM
0-600,8,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",160,0.03,empirical,none,trimmed_mean,10,0.8333333333333334,0.4625302322355054,0.7938333333333333,0.6266666666666667,4,0.5,2TL5C0EM
0-600,8,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",160,0.03,empirical,none,mean,10,0.8333333333333334,0.4625302322355054,0.7938333333333333,0.6266666666666667,3,0.375,VTL5C4EM
0-600,8,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",160,0.03,empirical,none,trial_zscore_mean,10,0.8333333333333334,0.4625302322355054,0.7938333333333333,0.6266666666666667,3,0.375,VTL5C4EM
0-600,8,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",160,0.03,empirical,none,round_zscore_mean,10,0.8333333333333334,0.4625302322355054,0.7938333333333333,0.6266666666666667,3,0.375,VTL5C4EM
0-600,8,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",160,auto,empirical,none,round_zscore_mean,10,0.8333333333333334,0.45963745574271647,0.7940277777777777,0.6183333333333333,4,0.5,VTL5CXEM
0-600,8,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",160,auto,empirical,standard,round_zscore_mean,10,0.8333333333333334,0.45963745574271647,0.7940277777777777,0.6183333333333333,4,0.5,VTL5CXEM
0-600,10,top12,"Ch20,Ch17,Ch12,Ch15,Ch08,Ch16,Ch14,Ch10,Ch13,Ch18,Ch11,Ch19",120,0.08,empirical,standard,mean,10,0.8333333333333334,0.4585018781451494,0.8091527777777778,0.5991666666666666,5,0.625,2NL5CXKM
0-600,10,top12,"Ch20,Ch17,Ch12,Ch15,Ch08,Ch16,Ch14,Ch10,Ch13,Ch18,Ch11,Ch19",120,0.08,empirical,standard,trial_zscore_mean,10,0.8333333333333334,0.4585018781451494,0.8091527777777778,0.5991666666666666,5,0.625,2NL5CXKM
0-500,8,top12,"Ch20,Ch17,Ch15,Ch14,Ch12,Ch13,Ch16,Ch10,Ch18,Ch19,Ch08,Ch11",96,0.08,empirical,standard,mean,10,0.8333333333333334,0.45742716255485316,0.7937222222222222,0.6208333333333333,4,0.5,2NL5CXGM
0-500,8,top12,"Ch20,Ch17,Ch15,Ch14,Ch12,Ch13,Ch16,Ch10,Ch18,Ch19,Ch08,Ch11",96,0.08,empirical,standard,trial_zscore_mean,10,0.8333333333333334,0.45742716255485316,0.7937222222222222,0.6208333333333333,4,0.5,2NL5CXGM
0-600,8,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",160,0.08,balanced,standard,trimmed_mean,10,0.8333333333333334,0.4572914747622047,0.7939722222222222,0.7358333333333333,3,0.375,VTL5U0EM
0-600,8,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",160,0.08,balanced,none,trimmed_mean,10,0.8333333333333334,0.4561828090542688,0.7918888888888889,0.7458333333333333,4,0.5,VTL5UXEM
0-600,10,top12,"Ch20,Ch17,Ch12,Ch15,Ch08,Ch16,Ch14,Ch10,Ch13,Ch18,Ch11,Ch19",120,0.08,balanced,none,trimmed_mean,10,0.8333333333333334,0.4560225884737381,0.8088333333333333,0.745,6,0.75,2TL5CXKM
0-600,10,top12,"Ch20,Ch17,Ch12,Ch15,Ch08,Ch16,Ch14,Ch10,Ch13,Ch18,Ch11,Ch19",120,0.08,balanced,none,mean,10,0.8333333333333334,0.4560225884737381,0.8088333333333333,0.745,5,0.625,2NL5CXKM
0-600,10,top12,"Ch20,Ch17,Ch12,Ch15,Ch08,Ch16,Ch14,Ch10,Ch13,Ch18,Ch11,Ch19",120,0.08,balanced,none,trial_zscore_mean,10,0.8333333333333334,0.4560225884737381,0.8088333333333333,0.745,5,0.625,2NL5CXKM
0-600,8,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",160,auto,balanced,none,trimmed_mean,10,0.8333333333333334,0.4546466087981254,0.7932222222222223,0.735,3,0.375,VTL5U0EM
0-600,8,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",160,auto,balanced,standard,trimmed_mean,10,0.8333333333333334,0.4546466087981254,0.7932222222222223,0.735,3,0.375,VTL5U0EM
0-600,8,top12,"Ch20,Ch17,Ch12,Ch15,Ch08,Ch16,Ch14,Ch10,Ch13,Ch18,Ch11,Ch19",96,0.03,balanced,none,trimmed_mean,10,0.8333333333333334,0.45271783529226584,0.8179861111111111,0.7475,5,0.625,2TF5CLEM
0-600,8,top12,"Ch20,Ch17,Ch12,Ch15,Ch08,Ch16,Ch14,Ch10,Ch13,Ch18,Ch11,Ch19",96,auto,empirical,none,round_zscore_mean,10,0.8333333333333334,0.44994726001795815,0.8097222222222222,0.6258333333333334,6,0.75,2TF5CXKG
0-600,8,top12,"Ch20,Ch17,Ch12,Ch15,Ch08,Ch16,Ch14,Ch10,Ch13,Ch18,Ch11,Ch19",96,auto,empirical,standard,round_zscore_mean,10,0.8333333333333334,0.44994726001795815,0.8097222222222222,0.6258333333333334,6,0.75,2TF5CXKG
0-500,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,0.03,empirical,none,trimmed_mean,9,0.75,0.5513557549618647,0.8119444444444445,0.6933333333333334,6,0.75,2TF5OXAM
0-500,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,0.03,empirical,none,median,9,0.75,0.5513557549618647,0.8119444444444445,0.6933333333333334,4,0.5,2TL5UXGG
0-500,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,0.03,empirical,standard,trimmed_mean,9,0.75,0.5490631995227516,0.812486111111111,0.69,6,0.75,2TF5UXAM
0-500,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,0.03,empirical,standard,median,9,0.75,0.5490631995227516,0.812486111111111,0.69,4,0.5,2TL5OXAG
0-500,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,0.08,empirical,standard,trimmed_mean,9,0.75,0.5424432598967907,0.8039999999999998,0.6591666666666667,5,0.625,2TF5OXEA
0-500,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,0.08,empirical,none,trimmed_mean,9,0.75,0.5395246985632111,0.8044583333333334,0.6725,6,0.75,2TF5OXGM
0-500,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,0.03,balanced,none,trimmed_mean,9,0.75,0.5384380722627597,0.8078888888888888,0.7533333333333333,4,0.5,2BF5UX5A
0-500,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,auto,empirical,none,trimmed_mean,9,0.75,0.5374465885817526,0.8044305555555554,0.6625,5,0.625,2TF5OXAA
0-500,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,auto,empirical,standard,trimmed_mean,9,0.75,0.5374465885817526,0.8044305555555554,0.6625,5,0.625,2TF5OXAA
0-500,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,0.03,balanced,standard,trimmed_mean,9,0.75,0.5304968993171638,0.8075694444444445,0.7508333333333334,4,0.5,2BF5UX9A
0-500,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,0.08,balanced,none,mean,9,0.75,0.5271762397810036,0.801888888888889,0.7325,5,0.625,2NF5OXAM
0-500,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,0.08,balanced,none,trimmed_mean,9,0.75,0.5271762397810036,0.801888888888889,0.7325,5,0.625,2BF5OXKA
0-500,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,0.08,balanced,none,trial_zscore_mean,9,0.75,0.5271762397810036,0.801888888888889,0.7325,5,0.625,2NF5OXAM
0-500,12,top12,"Ch20,Ch17,Ch15,Ch14,Ch12,Ch13,Ch16,Ch10,Ch18,Ch19,Ch08,Ch11",144,0.03,empirical,none,trimmed_mean,9,0.75,0.5257943932093689,0.8135416666666666,0.6633333333333333,7,0.875,2TF5CXKM
0-500,12,top12,"Ch20,Ch17,Ch15,Ch14,Ch12,Ch13,Ch16,Ch10,Ch18,Ch19,Ch08,Ch11",144,0.03,empirical,none,round_zscore_mean,9,0.75,0.5257943932093689,0.8135416666666666,0.6633333333333333,7,0.875,2TF5CXKM
0-500,12,top12,"Ch20,Ch17,Ch15,Ch14,Ch12,Ch13,Ch16,Ch10,Ch18,Ch19,Ch08,Ch11",144,0.03,empirical,none,median,9,0.75,0.5257943932093689,0.8135416666666666,0.6633333333333333,6,0.75,2TL5CXKM
0-500,12,top12,"Ch20,Ch17,Ch15,Ch14,Ch12,Ch13,Ch16,Ch10,Ch18,Ch19,Ch08,Ch11",144,auto,empirical,none,trimmed_mean,9,0.75,0.5207480546034761,0.8122083333333334,0.6625,7,0.875,2TF5CXKM
0-500,12,top12,"Ch20,Ch17,Ch15,Ch14,Ch12,Ch13,Ch16,Ch10,Ch18,Ch19,Ch08,Ch11",144,auto,empirical,standard,trimmed_mean,9,0.75,0.5207480546034761,0.8122083333333334,0.6625,7,0.875,2TF5CXKM
0-500,12,top12,"Ch20,Ch17,Ch15,Ch14,Ch12,Ch13,Ch16,Ch10,Ch18,Ch19,Ch08,Ch11",144,auto,empirical,none,round_zscore_mean,9,0.75,0.5207480546034761,0.8122083333333334,0.6625,6,0.75,2TF5CXKA
0-500,12,top12,"Ch20,Ch17,Ch15,Ch14,Ch12,Ch13,Ch16,Ch10,Ch18,Ch19,Ch08,Ch11",144,auto,empirical,standard,round_zscore_mean,9,0.75,0.5207480546034761,0.8122083333333334,0.6625,6,0.75,2TF5CXKA
0-500,10,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",200,0.03,empirical,none,mean,9,0.75,0.5193711489390249,0.7999722222222222,0.68,6,0.75,2TL5OXKM
0-500,10,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",200,0.03,empirical,none,trial_zscore_mean,9,0.75,0.5193711489390249,0.7999722222222222,0.68,6,0.75,2TL5OXKM
0-500,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,0.08,balanced,standard,mean,9,0.75,0.5172218182764968,0.8018333333333334,0.7258333333333333,4,0.5,2BF5OXAA
0-500,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,0.08,balanced,standard,median,9,0.75,0.5172218182764968,0.8018333333333334,0.7258333333333333,4,0.5,26F5UXEA
0-500,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,0.08,balanced,standard,trimmed_mean,9,0.75,0.5172218182764968,0.8018333333333334,0.7258333333333333,4,0.5,2BF5UX9A
0-500,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,0.08,balanced,standard,trial_zscore_mean,9,0.75,0.5172218182764968,0.8018333333333334,0.7258333333333333,4,0.5,2BF5OXAA
0-500,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,0.08,balanced,standard,round_zscore_mean,9,0.75,0.5172218182764968,0.8018333333333334,0.7258333333333333,4,0.5,2BF5OXEA
0-500,10,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",200,0.03,balanced,none,mean,9,0.75,0.514764959501654,0.7965972222222223,0.7383333333333333,6,0.75,2BF5UXKM
0-500,10,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",200,0.03,balanced,none,trial_zscore_mean,9,0.75,0.514764959501654,0.7965972222222223,0.7383333333333333,6,0.75,2BF5UXKM
0-500,10,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",200,0.08,empirical,none,mean,9,0.75,0.5144644894223522,0.7930833333333335,0.6441666666666667,5,0.625,2TL5OXGM
0-500,10,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",200,0.08,empirical,none,trial_zscore_mean,9,0.75,0.5144644894223522,0.7930833333333335,0.6441666666666667,5,0.625,2TL5OXGM
0-500,8,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",160,0.03,balanced,none,mean,9,0.75,0.5125034078617459,0.788875,0.7324999999999999,5,0.625,2BF5ULKM
0-500,8,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",160,0.03,balanced,none,trial_zscore_mean,9,0.75,0.5125034078617459,0.788875,0.7324999999999999,5,0.625,2BF5ULKM
0-500,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,auto,balanced,none,mean,9,0.75,0.5107270771605356,0.7964027777777778,0.7158333333333333,4,0.5,2NF5OXAA
0-500,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,auto,balanced,none,trimmed_mean,9,0.75,0.5107270771605356,0.7964027777777778,0.7158333333333333,4,0.5,2BF5OX9A
0-500,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,auto,balanced,none,trial_zscore_mean,9,0.75,0.5107270771605356,0.7964027777777778,0.7158333333333333,4,0.5,2NF5OXAA
0-500,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,auto,balanced,none,round_zscore_mean,9,0.75,0.5107270771605356,0.7964027777777778,0.7158333333333333,4,0.5,2BF5OXEA
0-500,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,auto,balanced,standard,mean,9,0.75,0.5107270771605356,0.7964027777777778,0.7158333333333333,4,0.5,2NF5OXAA
0-500,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,auto,balanced,standard,trimmed_mean,9,0.75,0.5107270771605356,0.7964027777777778,0.7158333333333333,4,0.5,2BF5OX9A
0-500,12,all,"Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20",240,auto,balanced,standard,trial_zscore_mean,9,0.75,0.5107270771605356,0.7964027777777778,0.7158333333333333,4,0.5,2NF5OXAA
